Noticia,Rotulo
"As lições de três eventos catalisadores do novo coronavírus na Europa  

evitar concentrações e implementar distanciamento social são medidas benéficas para um número pequeno da população. apesar do pronunciamento sobre a pandemia de covid-19 na terça-feira (31), o presidente jair bolsonaro (sem partido) recomendou o fim do isolamento da maior parte da população, em meio a atritos com governadores que implementaram medidas de distanciamento sociais em seus estados, participou de eventos com aglomerações e decretou igrejas como serviços essenciais. o argumento de bolsonaro sobre o retorno à vida normal para preservar a economia e empregos encontrou repercussão no setor empresarial.</s>",fake
"Conecte SUS avança em todo país com a implantação da rede nacional de dados em saúde

o cidadão terá acesso à sua trajetória no sus dados como: quais vacinas, atendimentos, exames, internações, medicamentos usados devem ser armazenados na rede nacional (rnds) o ministério da saúde publicou a portaria no 1.434 que institui o programa conecte sus composto pela rede nacional de dados em saúde e pela informatização da atenção à saúde, desenvolvido pelo departamento de informática do sus (datasus). as estratégias que vão possibilitar o cidadão saber a sua trajetória nos serviços de saúde estão sendo ampliadas para todo o país. o resultado será uma melhor oferta de serviço de saúde pública. o sistema rnds é uma plataforma que permitirá aos sistemas de prontuário eletrônico de saúde e aplicativos se conectarem e trocar informações.</s>",fake
"Portaria define medidas preventivas no trabalho contra o coronavírus  

o secretário especial de previdência e trabalho do ministério da economia, bruno bianco, e o ministro interino da saúde, general eduardo pazuello, estabeleceram medidas de prevenção, controle e redução dos riscos da transmissão da covid-19 nos ambientes de trabalho. a medida foi publicada no diário oficial da união, através da portaria conjunta no 20. as disposições da portaria são de observância obrigatória pelos órgãos integrantes da estrutura organizacional. a portaria diz que as medidas são necessárias para preservar a segurança e a saúde dos trabalhadores, os empregos e a atividade econômica. de acordo com a portaria, as organizações devem estabelecer e divulgar orientações ou protocolos que devem incluir: medidas preventivas nos ambientes do trabalho, nas áreas comuns da organização; ações para identificação precoce e afastamento dos trabalhadores com sinais e sintomas compatíveis com a doença; e instruções sobre higiene das mãos e etiqueta respiratória.</s>",fake
"Cirque du Soleil enfrenta crise financeira devido ao novo coronavírus  

o cirque du soleil está à beira do abismo financeiro e em uma intensa batalha nos bastidores para salvar a companhia cultural canadense. entre os motivos estão dívidas e a falta de apresentações devido ao coronavírus. para evitar a falência do grupo que fundou em quebec em 1984 e depois vendeu em 2015, o cuspidor de fogo e magnata guy laliberté insinuou que era capaz de enfiar a mão no bolso novamente. ""essa recuperação terá que ser feita novamente pelo preço correto. e não a qualquer preço"", afirmou o ex-circense de 60 anos, determinado a não ver seu ""bebê"" vendido a grupos privados. ""depois de uma cuidadosa reflexão"", o bilionário decidiu embarcar no processo de resgate, ""rodeado por uma super-equipe"", sem mais detalhes.",fake
"G20 prevê 70% da população mundial vacinada até metade de 2022  

o rascunho da declaração final da cúpula do g20, que será realizada entre os dias 30 e 31 de outubro em roma, deve prever o compromisso de vacinação de 70% da população mundial até a metade de 2022, conforme os documentos que a ansa teve acesso nesta sexta-feira (29), para ajudar a atingir os objetivos globais de vacinar ao menos 40% da população de todos os países até o fim de 2021. o g20 tomará medidas para acelerar o fornecimento de vacinas e produtos médicos essenciais, com a eliminação de vínculos financeiros. o texto destaca que a meta deste ano deve ser aplicada aos países ricos, independente de sua condição de riqueza. o tema da aceleração da vacinação contra a covid-19 no mundo vem sendo bastante citado por organizações mundiais, como a organização mundial da saúde (oms) e a organização das nações unidas (onu) para que o g20 ajude a impulsionar a distribuição igualitária das vacinas no mundo.o apelo da humanidade aos líderes de todo o mundo é uma prioridade política, moral e econômica que, até agora, foi ignorada. o presidente da federação internacional das sociedades da cruz vermelha (ifrc) e do instituto de cruz vermelha italiana, francesco rocca",fake
"Em São Paulo, jovens se aglomeram em rachas na periferia durante o feriado  

feriadão na periferia de são paulo tem racha, baile funk, correria e aglomeração de jovens. em meio ao novo coronavírus, jovens resistem e continuam nas ruas, sem seguirem as recomendações do isolamento social.",fake
"Outubro rosa: ação recebe doação de cabelo para confecção de perucas 

com o objetivo de arrecadar doações de cabelo para a confecção de perucas para mulheres em tratamento contra o câncer de mama, o outubro rosa, da secretaria de estado de saúde, promoverá um “cabelaço” para arrecadar doações. a ação acontece na estação central do brasil e na próxima segunda-feira, dia 28, no terminal alvorada, em parceria com o brt. as tesouras do mutirão terão como parceiros profissionais o walter’s coiffeur, que destinará as mechas à ong cabelegria. o evento também promoverá outras ações, com maquiadoras profissionais e palestras com especialistas. além disso, o salão beto tattoo promoverá tatuagens temporárias em adultos e crianças com o tema do outubro rosa. para o secretário de estado da saúde, edmar santos, ganhar novos cabelos é um gesto de solidariedade.</s>",fake
"Ala ideológica no Planalto: quem saiu e quem permanece no governo Bolsonaro

o gesto do assessor da presidência para assuntos internacionais, filipe martins, obsceno ou associado a supremacistas brancos, em uma sessão do senado, deflagrou uma nova crise causada pela ala ideológica no palácio do planalto. o grupo, que mantém a influência do presidente jair bolsonaro sobre a base mais radical do bolsonarismo, ocupou cargos importantes na estrutura do governo federal, mas entrou em rota de colisão com o centrão, que sustenta a governabilidade do presidente e o chanceler ernesto araújo. veja os nomes da ala que saíram do governo: ricardo vélez rodrigues, ex-ministro da educação indicação do ideólogo de direita olavo de carvalho, o colombiano ricardo vález, foi o primeiro ministro da educação no governo bolsonaro. a passagem curta pelo ministério acumulou medidas, declarações e recuos de grande repercussão negativa, como o pedido para que escolas filmassem alunos cantando o hino nacional e foi criticada publicamente pelo presidente do inep. abraham weintraub, economista, indicou-se para susceder valez rodríguez na educação. o tom beligerante na frente da pasta marcou sua gestão, com críticas de educadores sobre a condução das políticas educacionais, do ensino primário ao acesso à universidade. o ministro abraham al",fake
" Entenda por que um alerta sobre abastecimento de alimentos causou pânico na China 

poucas questões são mais importantes para pequim do que a segurança alimentar. durante séculos, os governos enfrentaram o desafio de alimentar uma população grande e em expansão. secas, inundações e fomes aparecem com destaque em toda a história da china – e rebeliões lançadas por camponeses famintos derrubaram várias dinastias imperiais.",fake
"Cérebros de crianças ficam menores quando elas são negligenciadas, indica estudo

um começo de vida de negligência, privações e adversidade pode fazer com que uma pessoa cresça com cérebro menor, sugere uma pesquisa da universidade king's college london, no reino unido. os pesquisadores acompanharam crianças adotadas que passaram um tempo em orfanatos romenos de péssima qualidade. elas cresceram com cérebros 8,6% menores que outras crianças adotadas que não vivenciaram maus tratos. ""eu me lembro de ver imagens de tv dessas instituições e elas eram chocantes"", disse à bbc news brasil o professor edmund sonuga-barke, que liderou a pesquisa. sonuga-barke diz que as crianças eram ""acorrentadas aos seus berços, sujas e desnutridas"". elas eram fisicamente e psicologicamente privadas de contato e estímulos. não tinham brinquedos e ficavam frequentemente doentes.",fake
"Agronegócio argentino teme efeito da saída do país de negociações do Mercosul  

agroindustriais na argentina manifestaram preocupação com a decisão do governo de alberto fernández de suspender sua participação nas negociações do mercosul. em carta ao ministro das relações exteriores argentino, felipe solá, a argentina decidiu se retirar das negociações que o mercosul abriu com outros mercados, alegando que, diante da pandemia do novo coronavírus e seus efeitos sobre a economia mundial, optou por proteger suas empresas e os empregos locais. o governo fernández disse que a incerteza internacional e a própria situação da economia argentina fazem com que seja aconselhável conter o progresso das negociações do bloco.</s>",fake
