Noticia,Rotulo
"Economistas melhoram estimativa, mas ainda veem PIB a -5,77% este ano  

a previsão do mercado financeiro para a queda do pib (produto interno bruto), a soma de todos os bens e serviços produzidos no país, este ano teve uma leve melhora de -5,95% para -5,77%. a queda prevista para a economia brasileira leva em consideração os impactos negativos da pandemia do coronavírus, que provocou o fechamento de várias atividades no país. a projeção para a inflação também teve leve queda, enquanto as estimativas para a taxa básica de juros (selic) e para o dólar foram mantidas. as previsões constam no boletim focus divulgado hoje pelo banco central. veja as previsões dos economistas para o final de 2020:",fake
"BC: violação do teto de gastos levaria a abandono de política de não subir juros  

o presidente do banco central, roberto campos neto, afirmou que a autoridade monetária não subirá os juros, explicitando a nova política de “forward guidance” (orientação futura) no caso de violação do teto de gastos, segundo relatos de três fontes ouvidas pela reuters. na palestra virtual a investidores promovida pelo jp morgan, campos neto disse que a orientação futura é condicionada à manutenção do atual regime fiscal. o comitê de política monetária (copom) se refere especificamente à regra do teto, que limita o crescimento das despesas da união à variação da inflação. a novidade é que se (o governo) fizer puxadinhos, artifícios para romper o teto sem romper oficialmente, isso é o mesmo que romper um teto.</s>",fake
"
  A política de preços da Petrobras vigente em 2022 não foi criada no governo de Dilma Rousseff

“lula critica política de paridade internacional de preços da petrobras, mas esquece que foi dilma que implantou”, diz o texto visto na captura de tela feita de um site e compartilhada no facebook, twitter e instagram. as publicações começaram a circular no mesmo dia em que a petrobras anunciou um novo reajuste nos preços dos combustíveis. nos últimos dois anos, os combustíveis têm sofrido uma forte alta de preços, resultante principalmente da valorização do dólar e do aumento da cotação do barril de petróleo no mercado internacional.",true
"Governo vive em 'realidade paralela', diz economista após queda no PIB  

a queda do pib (produto interno bruto) no terceiro trimestre de 2021, levando o país a uma recessão técnica, indica que o otimismo do governo em relação ao crescimento da economia no próximo ano não se justifica. essa é a opinião de economistas ouvidos pelo uol. antes mesmo do resultado do terceiro trimestre deste ano, economistas do mercado financeiro vinham projetando crescimento de 4,78% para 2021 e de apenas 0,58% do pib em 2022, considerando o relatório de mercado focus (estimativa de bancos, corretoras e consultorias). com a alta de juros, o avanço do dólar diante do real e a diminuição da renda, a visão de muitos economistas é de que o crescimento do pib do próximo ano caminha para zero.",fake
"Mercado melhora estimativa e passa a prever tombo do PIB abaixo de 6% em 2020

os economistas do mercado financeiro melhoraram a estimativa para o nível de atividade e passaram a prever um tombo para a economia brasileira abaixo de 6% neste ano. a projeção faz parte do boletim de mercado, conhecido como relatório ""focus"", divulgado nesta segunda-feira (20) pelo banco central (bc). os dados foram levantados na semana passada em pesquisa com mais de 100 instituições financeiras. para o do produto interno bruto (pib) de 2020, a previsão de queda passou de 6,10% para 5,95%. para 2021, a expectativa de crescimento foi mantida em 3,50%. o pib é a soma de todos os bens e serviços produzidos no país e serve para medir a evolução da economia.",fake
"Debate entre presidenciáveis na TV Globo: checamos em tempo real

[as ações da taurus subiram] 180% em 60 dias - ciro gomes",true
"O Brasil já melhorou com apenas 4 dias da vitória de Jair Bolsonaro?

o texto se espalhou rapidamente poucos dias após o segundo turno das eleições de 2018, e fala sobre algumas boas notícias sobre a economia brasileira com apenas 4 dias da vitória de jair bolsonaro.",true
"Por que inflação nos EUA disparou para o nível mais alto em 3 décadas

a taxa de inflação em outubro chegou a 6,2% no acumulado dos últimos 12 meses. alimentos, combustíveis, automóveis e habitação são os produtos cujos aumentos de preços impulsionaram este recorde histórico nos eua. o aumento da inflação tem sido uma preocupação crescente para os consumidores à medida que a economia se recupera dos efeitos da pandemia de covid-19, o consumo da população aumenta e os gargalos persistem na cadeia de abastecimento.</s>",fake
"Subida dos juros deve provocar desaceleração na economia, diz ministro  

o ministro da economia, paulo guedes, reconheceu que a subida dos juros para combater a inflação vai provocar uma desaceleração na economia no ano que vem. para ele, o resultado será o melhor possível. para o ministro, o crescimento é inevitável e o país está recuperando sua economia de forma sustentável.</s>",fake
"        Os acertos e erros dos presidenciáveis sobre a alta do preço da gasolina 05/10/2021 04h00 

em entrevistas e posts nas redes sociais, pré-candidatos à presidência em 2022 divulgaram informações distorcidas ou sem contexto sobre o preço da gasolina, tema que entrou na agenda política diante das sucessivas altas nos preços dos combustíveis e inclusive foi uma das pautas dos protestos contra o presidente jair bolsonaro (sem partido) no último sábado (2). as declarações dos políticos envolvem a queda de braço pública entre bolsonaro, que deve disputar a reeleição, e governadores em torno do valor do icms (imposto sobre circulação de mercadorias e serviços), tributo que varia de estado para estado, além dos fatores externos que impactam no preço do combustível.",true
"Post engana ao confundir resultado fiscal com crescimento do PIB em 2021

é enganosa a postagem no facebook que cita notícia de um jornal televisivo para afirmar que o brasil teve o segundo melhor resultado fiscal do mundo em 2021, “com crescimento positivo do pib”. de fato, o resultado fiscal foi positivo, conforme mostram os dados do banco central e melhores do que outros países, em comparação com a projeção do fundo monetário internacional (fmi), como divulgado pelo jornal. isso não significa, no entanto, que houve forte crescimento do pib - este dado ainda não foi divulgado oficialmente.",true
"
FMI não divulgou ranking em que Brasil registra 2º melhor resultado fiscal do mundo


veja essa notícia abaixo! reproduzindo números divulgados pelo fmi - fundo monetário internacional, hoje, um jornal televisivo, teve que informar que, no mundo inteiro, apenas três países apresentaram um resultado fiscal positivo no ano de 2021. e o *nosso brasil* foi o segundo lugar, com crescimento positivo do seu pib. festejamos! afinal, isso é muito bom para todos nós!",true
"Fitch eleva previsão para crescimento do PIB global em 2021, de 6,1% a 6,3%  

a fitch ratings aumentou a previsão para o crescimento do pib (produto interno bruto) global em 2021, de 6,1% a 6,3%, em meio à firme recuperação de mercados desenvolvidos. segundo a agência, a revisão reflete a reabertura ""mais rápida do que o esperado"" nos estados unidos e na europa e o impacto de medidas de apoio público. segundo relatório cenário econômico, divulgado hoje, a instituição aumentou a projeção para a expansão da atividade econômica norte-americana este ano, de 6,2% a 6,8%.",fake
"        Meme confunde ao destacar Brasil em ranking de crescimento econômico 01/11/2019 12h26 

um meme compartilhado no facebook mistura dados falsos e verdadeiros sobre o produto interno bruto (pib) brasileiro para exaltar o governo de jair bolsonaro. por um lado, é verdade que, em um ranking elaborado pela agência de classificação de risco austin rating, o crescimento da economia do país no segundo trimestre deste ano foi o terceiro maior entre um grupo de 40 nações — atrás apenas de indonésia e estados unidos. , por outro lado, que o aumento do pib seja o maior desde 2013.",true
"
Posts distorcem dados sobre criação de vagas para sugerir que desemprego teria ‘disparado’ com Lula


desemprego dispara com o lula.",true
" Copom vê menor risco na retomada econômica e abre porta para alta maior da Selic 

apesar do recrudescimento da pandemia no primeiro semestre de 2021 e da intensidade da segunda onda de covid-19, a atividade econômica continua evoluindo de forma mais positiva do que o esperado. assim, o banco central vê redução significativa nos riscos para a recuperação econômica e prevê uma retomada robusta da atividade no segundo semestre, “na medida em que os efeitos da vacinação sejam sentidos de forma mais abrangente”.  a avaliação está na ata da 239ª reunião do comitê de política monetária do banco central (copom), publicada nesta terça-feira (22). “o comitê avaliou que os riscos baixistas para a inflação oriundos de fatores que podem afetar a recuperação econômica reduziram-se significativamente”, diz o documento.",fake
"Bolsa de Valores não abrirá na quinta, no feriado de Corpus Christi  

a bolsa brasileira permanecerá fechada nessa quinta-feira (11) em virtude do feriado de corpus christi. em são paulo, sede da bolsa, o feriado foi antecipado em algumas cidades do país. a bolsa seguiu o calendário dos bancos, que funcionariam normalmente em 25 de maio e vão fechar em 11 de junho. a b3 (antiga bovespa) informou que não haverá atividades de negociação, liquidação, registro e depósito centralizado de ativos.</s>",fake
"Governo piora projeção do PIB a um recuo de 4,7% em 2020  

por marcela ayres brasília (reuters) - o ministério da economia reviu sua projeção para o produto interno bruto (pib) em 2020 a uma contração de 4,7%, contra alta de 0,02% vista em março. a secretaria de política econômica (spe) informou que a recomposição para valores pré-crise virá somente em 2022.</s>",fake
